date,USD,EUR,JPY,CNY,GBP,CAD,CHF,HKD,SEK,AUD,AED,BHD,CZK,DKK,HUF,IDR,KWD,MXN,NOK,NZD,PLN,RUB,SAR,SGD,THB,TRY,ZAR
2010-09-13,1160.0,1486.77,1377.67,171.62,1794.87,1124.79,1143.08,149.35,161.74,1082.63,315.86,3076.92,60.12,199.56,5.23,12.9,4014.54,90.14,189.15,850.05,377.11,37.55,309.26,867.03,37.74,776.73,162.07
2010-09-14,1162.0,1499.44,1391.62,172.27,1793.2,1131.34,1161.54,149.6,162.62,1084.38,316.37,3082.64,60.63,201.31,5.26,12.98,4041.46,90.26,190.13,846.4,378.84,37.89,309.89,869.57,37.78,774.6,162.78
2010-09-15,1163.0,1509.11,1361.19,172.56,1803.35,1128.58,1159.29,149.73,163.5,1088.92,316.63,3084.88,61.24,202.59,5.36,12.96,4050.29,90.54,191.14,849.92,383.68,37.93,310.11,869.66,37.69,778.13,164.02
2010-09-16,1163.0,1520.16,1359.44,172.88,1813.23,1134.63,1163.58,149.73,165.23,1090.66,316.67,3084.72,61.73,204.09,5.38,12.94,4051.56,90.89,191.73,844.45,385.84,37.53,310.11,870.25,37.61,780.69,163.69
2010-09-17,1159.5,1526.25,1351.08,172.43,1822.97,1134.43,1142.93,149.33,165.28,1097.93,315.67,3075.52,61.78,204.85,5.39,12.92,4053.2,90.86,191.37,849.45,385.64,37.31,309.17,869.84,37.71,776.26,162.79
2010-09-20,1162.0,1523.38,1357.79,173.2,1818.07,1128.7,1156.56,149.67,165.32,1100.65,316.35,3082.15,61.75,204.52,5.41,12.93,4048.64,90.9,191.4,849.31,385.46,37.51,309.85,871.85,37.8,776.59,162.97
2010-09-24,1155.0,1547.24,1363.64,172.3,1812.89,1120.71,1176.53,148.83,168.18,1103.14,314.44,3063.5,62.79,207.67,5.52,12.9,4037.47,91.32,195.06,845.34,388.92,37.25,307.99,871.51,37.52,776.6,163.29
2010-09-27,1149.0,1544.26,1363.96,171.74,1815.42,1120.1,1166.14,148.11,168.88,1101.43,312.87,3047.66,62.81,207.74,5.56,12.84,4032.29,91.66,195.94,842.22,390.1,37.46,306.34,869.14,37.58,777.67,164.1
2010-09-28,1149.5,1541.36,1363.58,171.8,1819.54,1112.46,1166.89,148.15,166.77,1102.95,312.96,3048.91,62.61,206.83,5.55,12.85,4032.34,91.56,193.33,842.24,387.98,37.62,306.59,869.71,37.61,778.57,163.75
2010-09-29,1142.0,1553.35,1364.4,170.8,1808.7,1111.33,1170.8,147.21,169.86,1108.77,312.31,3029.18,63.13,208.73,5.62,12.77,4009.69,91.47,195.92,844.62,391.61,37.58,304.54,867.45,37.48,781.66,164.32
2010-09-30,1138.0,1551.55,1364.51,170.07,1807.49,1104.43,1166.22,146.63,169.39,1103.18,309.82,3018.57,62.99,208.14,5.58,12.74,4001.41,90.82,193.91,840.64,388.84,37.41,303.45,866.26,37.4,783.85,163.43
2010-10-01,1128.0,1544.91,1353.49,169.3,1783.14,1095.68,1151.14,145.36,168.57,1093.93,307.08,2991.96,63.22,207.73,5.59,12.65,3961.23,89.92,192.91,834.04,391.24,37.02,300.82,858.12,37.34,778.81,161.88
2010-10-04,1127.5,1543.32,1352.73,168.51,1780.77,1103.23,1155.11,145.31,167.11,1090.07,307.01,2990.72,63.07,208.03,5.63,12.65,3976.37,90.06,192.0,836.83,390.06,37.01,300.63,857.87,37.38,778.19,162.32
2010-10-05,1129.0,1556.89,1355.02,168.72,1796.69,1106.65,1168.37,145.54,168.32,1085.87,307.38,2995.09,63.3,208.83,5.69,12.66,3981.66,89.47,193.35,839.98,391.2,37.03,301.08,859.73,37.39,779.54,161.26
2010-10-06,1119.0,1549.93,1346.57,167.39,1779.32,1103.66,1158.03,144.29,168.22,1090.69,304.66,2968.01,63.21,208.09,5.73,12.54,3946.95,89.71,193.53,839.92,393.46,37.42,298.37,854.39,37.36,786.12,162.85
2010-10-07,1116.0,1558.83,1352.56,166.98,1776.45,1104.29,1163.95,143.88,167.2,1103.39,303.83,2960.21,63.97,209.1,5.75,12.51,3947.93,89.57,193.28,844.7,394.5,37.73,297.59,854.91,37.38,789.47,163.01
2010-10-08,1124.0,1563.03,1364.57,168.43,1782.44,1105.76,1161.64,144.89,168.15,1096.91,306.03,2981.35,63.84,209.64,5.68,12.58,3970.75,89.24,193.09,840.08,391.7,37.5,299.69,857.75,37.47,787.04,162.9
2010-10-11,1120.0,1562.51,1362.53,168.03,1786.74,1108.47,1164.36,144.35,168.64,1103.65,305.04,2970.98,63.71,209.52,5.69,12.56,3964.88,90.19,192.49,844.03,393.01,37.55,298.61,857.84,37.27,794.25,163.61
2010-10-12,1133.5,1568.65,1377.28,169.89,1799.77,1117.3,1172.18,146.08,169.28,1110.6,308.6,3006.55,63.71,210.42,5.69,12.69,4018.79,90.98,192.72,850.24,393.5,37.83,302.27,866.47,37.69,794.79,164.83
2010-10-13,1121.5,1569.99,1367.68,168.14,1781.28,1113.48,1173.12,144.51,169.64,1107.82,305.35,2974.72,63.91,210.5,5.74,12.57,3971.46,90.4,192.84,850.77,396.03,37.44,299.04,859.78,37.6,794.98,163.76
2010-10-14,1111.0,1569.4,1369.24,166.99,1785.15,1113.45,1174.29,143.18,170.29,1110.67,302.49,2946.79,64.1,210.41,5.75,12.51,3943.35,89.97,194.55,849.58,401.08,37.16,296.25,860.18,37.44,793.97,163.71
2010-10-15,1113.0,1569.55,1367.32,167.57,1786.81,1105.81,1164.84,143.46,169.91,1108.77,303.01,2952.1,64.12,210.48,5.7,12.41,3953.82,89.61,193.8,844.43,400.8,36.79,296.8,859.33,37.47,790.46,163.25
2010-10-18,1120.5,1552.23,1379.08,168.79,1776.55,1097.02,1163.07,144.41,166.94,1100.78,305.1,2972.15,63.36,208.17,5.6,12.54,3970.03,89.9,190.92,841.83,395.02,36.7,298.81,858.09,37.46,785.45,162.86
2010-10-19,1127.0,1567.88,1385.03,169.74,1784.49,1103.6,1174.94,145.26,168.66,1113.81,306.83,2989.23,63.96,210.49,5.68,12.63,3995.6,90.65,192.23,849.87,399.11,37.08,300.52,865.06,37.71,792.82,163.37
2010-10-20,1129.0,1559.94,1389.88,169.93,1772.19,1096.76,1167.89,145.44,167.37,1103.48,307.33,2994.46,63.46,209.16,5.62,12.64,4000.14,90.43,191.19,843.81,393.11,36.68,301.07,862.82,37.7,788.57,162.4
2010-10-21,1129.0,1583.31,1392.62,170.08,1783.48,1107.19,1172.5,145.42,170.59,1114.32,307.41,2994.69,64.49,212.28,5.74,12.64,4009.38,91.03,194.31,849.69,399.71,36.75,301.04,870.13,37.81,794.29,162.9
2010-10-22,1131.0,1568.7,1392.34,170.04,1771.94,1098.48,1157.27,145.63,168.94,1104.87,307.93,2999.92,63.62,210.32,5.69,12.67,4015.62,91.34,192.15,843.5,394.95,36.88,301.58,868.2,37.88,789.77,162.63
2010-10-25,1117.0,1570.06,1382.43,167.83,1758.83,1097.36,1153.81,143.92,170.49,1114.32,304.13,2962.94,63.74,210.45,5.73,12.53,3967.89,90.78,194.23,843.45,396.69,36.87,297.85,864.95,37.41,789.42,162.23
2010-10-26,1118.0,1560.84,1375.15,167.82,1773.82,1095.97,1151.63,144.11,168.35,1107.49,304.39,2965.44,63.44,209.25,5.7,12.49,3972.15,90.54,192.71,841.85,396.81,36.72,298.13,864.19,37.6,787.58,161.55
2010-10-27,1133.0,1565.81,1382.55,169.56,1791.5,1101.39,1146.65,146.02,167.42,1101.5,308.5,3005.23,63.36,209.61,5.68,12.62,4022.29,91.22,192.13,844.99,396.42,36.94,302.13,870.2,37.96,787.39,162.37
2010-10-28,1126.0,1558.16,1385.33,168.33,1778.52,1098.0,1144.19,145.13,167.0,1100.21,306.58,2986.74,63.05,208.86,5.64,12.66,4000.0,90.6,191.16,845.18,391.85,36.7,300.27,866.62,37.58,781.49,159.54
2010-10-29,1126.0,1557.82,1394.25,168.73,1791.47,1102.08,1140.72,145.16,166.12,1094.92,306.56,2986.74,63.13,208.82,5.69,12.67,4005.12,90.87,189.59,848.78,390.19,36.65,300.26,867.09,37.56,781.63,160.47
2010-11-01,1117.5,1562.49,1387.34,167.25,1792.69,1097.53,1134.75,144.14,168.6,1106.21,304.27,2964.19,63.5,209.53,5.75,12.59,3981.83,90.52,192.03,857.01,392.67,36.35,297.98,866.01,37.4,784.24,160.42
2010-11-02,1113.0,1554.19,1380.89,166.69,1789.48,1102.31,1128.12,143.57,167.54,1114.67,303.02,2952.33,63.39,208.43,5.75,12.53,3965.23,90.29,190.77,855.12,393.39,36.17,296.8,864.26,37.3,785.22,159.69
2010-11-03,1108.0,1555.63,1373.16,166.1,1780.45,1098.88,1132.0,142.94,166.65,1107.22,301.69,2939.38,63.31,208.6,5.72,12.5,3948.68,90.15,189.57,857.37,394.41,36.04,295.43,860.98,37.26,784.79,161.66
2010-11-04,1105.0,1574.29,1366.05,165.7,1789.66,1100.82,1145.43,142.56,169.66,1116.38,300.89,2931.11,64.03,211.13,5.76,12.46,3949.53,90.15,192.64,872.62,401.21,35.9,294.62,861.46,37.33,789.96,161.75
2010-11-05,1108.0,1576.24,1371.29,166.52,1796.51,1106.01,1159.0,142.93,169.75,1127.06,301.7,2938.99,64.03,211.46,5.75,12.4,3964.93,90.55,193.51,879.31,402.11,36.02,295.44,864.27,37.55,792.24,163.36
2010-11-08,1116.0,1557.94,1374.21,167.11,1803.79,1114.77,1158.4,143.96,167.92,1131.07,305.16,2960.37,63.24,209.0,5.66,12.47,3979.18,91.4,192.44,881.86,397.13,36.27,297.62,867.94,37.81,793.73,164.7
2010-11-09,1113.0,1541.84,1374.07,167.29,1792.38,1108.12,1155.28,143.59,165.27,1125.35,303.0,2951.94,62.63,206.83,5.58,12.49,3967.21,90.94,190.7,873.26,390.53,36.05,296.82,865.27,37.84,786.29,162.11
2010-11-10,1110.0,1533.8,1356.97,167.31,1776.78,1107.67,1143.27,143.2,164.77,1117.66,303.53,2944.06,62.28,205.71,5.6,12.47,3955.1,90.29,190.35,867.02,393.52,36.2,296.03,863.14,37.52,785.17,161.83
2010-11-11,1109.0,1530.42,1349.15,167.44,1793.14,1111.89,1145.07,143.07,164.7,1116.21,302.0,2941.64,61.93,205.27,5.57,12.48,3952.25,90.71,189.51,872.78,392.77,36.19,295.71,863.17,37.52,782.07,161.31
2010-11-12,1128.0,1535.43,1375.11,170.49,1811.34,1119.6,1159.42,145.51,164.14,1112.88,307.08,2991.96,62.37,205.96,5.55,12.64,4015.24,91.59,189.21,871.83,389.97,36.73,300.78,869.5,37.8,784.86,161.6
2010-11-15,1138.0,1552.35,1372.41,171.31,1827.29,1124.62,1157.8,146.79,164.96,1119.91,309.9,3018.65,63.0,208.21,5.61,12.73,4048.53,92.13,189.68,877.74,392.61,36.93,303.48,871.16,37.97,785.93,163.01
2010-11-16,1129.0,1536.91,1357.46,170.06,1811.48,1121.37,1147.71,145.62,164.27,1111.27,307.37,2994.69,62.33,206.12,5.54,12.63,4016.36,91.81,188.47,874.86,389.63,36.46,301.06,870.6,37.84,778.12,161.76
2010-11-17,1148.0,1550.26,1375.67,173.5,1823.83,1123.95,1152.61,148.02,165.3,1119.76,313.92,3045.09,62.91,208.09,5.59,12.83,4077.43,92.36,189.28,879.48,391.74,36.7,306.13,879.9,38.23,784.05,162.73
2010-11-18,1133.0,1543.71,1361.45,170.82,1805.1,1114.17,1147.81,146.1,164.92,1120.42,308.45,3005.31,62.5,207.01,5.58,12.61,4026.3,91.62,189.36,880.23,390.11,36.17,302.12,874.09,37.76,780.89,161.43
2010-11-19,1133.0,1553.68,1361.12,170.61,1822.88,1115.27,1143.98,146.12,165.48,1122.46,308.48,3005.31,62.82,208.31,5.65,12.74,4029.02,92.25,189.77,882.72,393.8,36.5,302.08,874.9,37.83,785.96,162.45
2010-11-22,1126.0,1548.25,1348.5,169.56,1809.26,1112.21,1138.18,145.2,165.17,1120.71,306.53,2986.74,62.72,207.62,5.66,12.61,4007.97,92.01,189.12,875.35,394.11,36.32,300.28,870.24,37.63,783.45,161.72
2010-11-23,1160.0,1575.63,1387.06,174.61,1849.39,1137.48,1171.72,149.51,167.85,1138.08,315.9,3076.68,63.76,211.33,5.72,12.98,4132.23,94.24,192.25,890.07,398.38,37.22,309.27,885.16,38.62,794.3,165.44
2010-11-24,1148.0,1531.89,1383.63,172.75,1811.66,1124.83,1153.77,147.98,164.05,1121.48,313.91,3044.77,62.13,205.48,5.58,12.83,4081.63,92.16,187.73,872.37,386.71,36.56,306.15,874.73,38.33,774.44,161.74
2010-11-25,1141.0,1523.24,1366.47,171.64,1801.87,1131.61,1143.4,147.04,164.18,1121.95,310.66,3026.53,61.52,204.29,5.52,12.73,4055.01,92.24,187.37,870.35,383.4,36.38,304.28,873.53,37.98,772.31,161.33
2010-11-26,1154.0,1534.13,1376.1,173.19,1815.01,1140.43,1153.19,148.64,165.19,1120.76,314.15,3061.82,61.64,205.69,5.48,12.88,4096.41,92.99,188.35,873.81,381.31,36.96,307.71,876.97,38.28,777.33,163.09
2010-11-29,1154.0,1531.24,1374.63,173.2,1799.89,1133.93,1153.77,148.66,166.13,1117.42,314.2,3061.09,61.91,205.33,5.47,12.82,4095.83,92.6,188.07,868.73,379.8,36.78,307.69,877.37,38.22,776.36,162.19
2010-11-30,1160.0,1516.24,1380.79,174.08,1801.13,1137.03,1163.84,149.37,165.2,1113.14,315.83,3076.68,60.82,203.38,5.33,12.84,4106.63,92.8,187.77,862.0,370.57,36.97,309.34,879.05,38.38,771.46,162.25
2010-12-01,1148.0,1501.47,1369.76,172.32,1789.96,1125.05,1142.17,147.81,164.32,1106.79,313.93,3044.77,60.17,201.42,5.35,12.79,4081.49,92.13,186.37,858.36,375.11,36.45,306.05,873.87,38.39,767.89,161.93
2010-12-02,1152.0,1516.84,1370.94,172.94,1800.58,1137.67,1151.19,148.24,165.54,1115.71,313.66,3055.38,60.52,203.25,5.42,12.85,4097.02,92.77,187.71,869.18,378.33,36.68,307.14,879.05,38.58,773.83,164.07
2010-12-03,1140.0,1509.47,1362.66,171.19,1784.21,1137.5,1152.45,146.77,165.21,1117.54,310.37,3023.71,60.28,202.48,5.42,12.69,4038.54,92.47,188.15,863.66,377.31,36.52,303.95,872.43,38.18,767.86,165.09
2010-12-06,1135.0,1510.34,1370.11,170.68,1782.97,1129.47,1161.01,146.18,165.76,1121.95,309.05,3010.53,60.58,202.67,5.41,12.61,4036.27,91.94,189.33,864.76,378.93,36.29,302.6,870.2,37.82,768.87,165.18
2010-12-07,1132.0,1509.07,1367.81,170.36,1783.81,1126.7,1154.87,145.81,165.54,1123.17,308.18,3002.41,60.44,202.5,5.42,12.57,4021.89,91.55,189.04,863.72,376.24,36.32,301.82,868.03,37.76,766.31,164.62
2010-12-08,1145.0,1513.12,1363.58,172.0,1800.63,1131.76,1158.2,147.39,165.12,1121.64,311.74,3037.05,60.14,203.0,5.42,12.69,4058.99,91.51,189.9,859.32,374.26,36.72,305.31,869.99,37.96,769.49,164.48
2010-12-09,1140.0,1512.78,1360.06,171.32,1799.15,1129.16,1158.89,146.72,165.93,1124.84,310.39,3023.87,60.52,202.86,5.47,12.65,4049.01,91.76,190.21,854.54,376.13,36.79,303.95,869.1,37.91,763.56,165.04
2010-12-10,1142.0,1516.23,1364.72,171.74,1805.62,1131.7,1164.24,146.92,166.35,1126.7,310.92,3029.18,60.15,203.39,5.43,12.68,4045.34,91.53,190.27,858.56,374.3,36.9,304.49,872.62,37.97,758.74,165.75
2010-12-13,1145.0,1512.89,1359.05,171.77,1804.86,1134.9,1166.34,147.2,165.77,1130.34,311.75,3037.14,60.06,202.9,5.43,12.7,4057.41,91.89,190.71,859.78,374.69,36.97,305.28,874.78,38.09,756.51,166.68
2010-12-14,1142.0,1534.39,1369.47,171.56,1811.78,1133.27,1182.44,146.88,167.75,1138.0,310.92,3029.18,61.16,205.82,5.55,12.68,4054.68,92.01,193.92,859.58,384.05,37.21,304.49,877.04,38.04,759.4,167.21
2010-12-15,1158.0,1545.0,1379.39,174.01,1824.43,1150.75,1206.5,148.97,170.12,1150.24,315.28,3071.62,61.27,207.34,5.59,12.84,4104.64,93.48,195.8,867.57,386.97,37.74,308.77,881.88,38.5,762.94,169.27
2010-12-16,1152.0,1527.55,1370.29,172.89,1795.39,1147.87,1192.3,148.15,168.41,1140.6,313.59,3055.62,60.7,204.96,5.55,12.74,4083.51,92.41,193.33,850.75,382.72,37.39,307.23,877.58,38.27,756.65,167.88
2010-12-17,1156.0,1539.21,1376.85,173.7,1806.6,1149.79,1205.67,148.65,170.63,1144.09,314.81,3066.23,61.01,206.54,5.62,12.84,4099.58,93.17,195.28,855.21,386.29,37.7,308.17,880.96,38.43,759.37,168.79
2010-12-20,1155.0,1522.06,1377.3,173.01,1796.37,1141.42,1196.52,148.49,168.9,1144.84,314.47,3063.58,60.22,204.29,5.57,12.76,4086.47,92.93,193.25,855.74,380.18,37.51,307.98,876.0,38.25,745.5,168.37
2010-12-21,1155.0,1520.21,1379.93,173.48,1796.37,1137.48,1202.0,148.57,169.65,1150.73,314.48,3063.58,60.12,204.02,5.5,12.77,4087.77,93.15,193.42,861.86,380.31,37.53,307.98,878.26,38.3,740.86,169.16
2010-12-22,1151.0,1512.99,1375.31,173.21,1779.91,1135.56,1210.05,148.02,168.74,1149.73,313.42,3052.89,59.82,202.97,5.47,12.73,4085.91,93.13,192.61,856.11,379.07,37.45,306.9,879.23,38.19,741.15,168.41
2010-12-23,1152.0,1508.54,1387.12,173.41,1771.66,1138.0,1210.72,148.09,168.14,1156.38,313.66,3055.62,59.79,202.37,5.48,12.73,4079.32,93.67,192.13,859.74,379.52,37.65,307.17,882.35,38.39,742.77,169.78
2010-12-24,1150.5,1511.53,1387.31,173.62,1777.98,1141.26,1195.32,147.87,168.35,1156.25,313.21,3051.56,59.74,202.83,5.44,12.72,4071.85,93.04,193.21,861.26,381.39,37.66,306.83,884.52,38.32,743.9,169.99
2010-12-27,1151.0,1512.99,1390.6,173.57,1776.68,1142.77,1200.21,147.93,168.51,1154.22,313.34,3053.05,59.76,203.01,5.42,12.73,4077.95,93.16,192.77,861.87,381.0,37.79,306.94,886.2,38.15,743.54,170.77
2010-12-28,1149.0,1520.01,1394.93,173.42,1774.98,1143.85,1206.93,147.65,169.3,1159.11,312.84,3047.42,59.92,203.93,5.44,12.73,4076.2,93.18,194.4,865.31,381.38,37.98,306.42,885.21,38.08,744.38,171.13
2010-12-29,1145.0,1503.16,1392.1,172.96,1760.9,1148.56,1202.48,147.13,167.19,1160.23,311.74,3037.05,59.28,201.64,5.39,12.73,4058.84,92.52,192.25,871.57,377.33,37.73,305.33,883.62,37.96,733.8,171.0
2010-12-30,1133.0,1500.09,1390.01,171.65,1755.47,1135.04,1205.83,145.56,166.56,1153.62,308.42,3005.07,59.28,201.19,5.36,12.61,4022.72,91.62,191.74,869.8,377.77,37.31,302.15,877.27,37.76,729.24,170.81
2011-01-03,1126.0,1495.78,1384.65,170.87,1744.29,1133.94,1202.09,144.88,167.45,1148.07,306.56,2986.5,59.81,200.92,5.36,12.55,4005.55,91.16,192.12,873.66,377.52,36.78,300.23,876.74,37.65,726.18,170.11
2011-01-04,1121.0,1496.54,1363.08,169.67,1743.38,1127.31,1189.64,144.26,167.05,1129.18,305.22,2973.32,59.82,200.56,5.4,12.5,3999.29,91.5,191.65,860.93,379.74,36.73,298.89,870.54,37.51,720.02,169.19
2011-01-05,1126.5,1493.63,1373.11,170.2,1755.76,1127.18,1185.79,144.96,167.6,1126.61,308.04,2987.98,60.07,200.69,5.4,12.54,4005.05,91.9,191.87,860.53,382.37,36.82,300.34,873.59,37.58,729.83,168.23
2011-01-06,1121.0,1471.65,1349.46,169.18,1743.83,1128.33,1159.26,144.2,165.12,1119.88,305.18,2973.47,59.05,197.43,5.31,12.48,3977.86,91.92,189.17,850.84,378.96,36.58,298.95,866.57,37.3,722.6,166.92
2011-01-07,1125.0,1461.38,1347.14,169.74,1738.69,1126.8,1169.07,144.7,163.64,1116.79,306.3,2984.01,59.42,196.11,5.29,12.5,3985.4,91.91,188.67,852.53,377.79,36.63,299.99,867.72,37.33,720.78,165.4
2011-01-10,1126.0,1452.09,1353.69,169.64,1744.29,1130.98,1167.08,144.83,162.75,1116.54,306.56,2986.74,59.12,194.99,5.2,12.45,3986.97,92.04,188.03,855.08,372.39,36.58,300.27,866.09,36.99,711.67,165.52
2011-01-11,1124.0,1454.12,1353.4,169.81,1748.72,1134.78,1158.88,144.49,163.48,1106.69,306.05,2981.51,59.34,195.22,5.22,12.38,3983.27,91.94,188.21,854.02,374.33,36.53,299.7,867.89,36.89,715.47,164.33
2011-01-12,1118.0,1455.08,1345.37,169.29,1749.45,1132.5,1148.91,143.8,163.86,1108.16,304.37,2965.36,59.46,195.26,5.25,12.36,3961.73,92.23,188.11,850.91,377.45,36.65,298.12,866.47,36.96,713.19,162.87
2011-01-13,1113.0,1458.14,1340.32,168.69,1752.64,1128.69,1148.01,143.12,165.02,1107.32,303.07,2952.33,60.03,196.22,5.31,12.37,3948.63,92.1,188.55,848.22,379.27,37.0,296.75,863.53,36.89,710.82,162.83
2011-01-14,1115.0,1496.33,1351.35,169.24,1765.94,1124.33,1159.28,143.39,166.64,1109.43,303.58,2957.64,61.42,200.82,5.44,12.3,3968.25,91.94,190.43,855.54,386.29,37.21,297.31,866.69,36.58,721.68,163.01
2011-01-17,1117.0,1484.72,1346.76,169.46,1772.68,1131.37,1156.2,143.64,166.42,1107.51,304.13,2962.86,60.97,199.23,5.37,12.38,3977.21,92.85,190.58,861.1,383.66,37.22,297.85,866.09,36.62,718.33,160.98
2011-01-18,1114.0,1492.54,1350.96,169.23,1780.06,1130.85,1165.39,143.24,167.39,1113.0,303.32,2954.99,61.51,200.3,5.46,12.29,3966.95,92.9,191.51,862.46,385.49,37.26,297.02,868.21,36.39,725.97,161.93
2011-01-19,1112.0,1496.86,1353.29,168.93,1780.65,1122.78,1160.15,142.98,167.64,1118.22,302.75,2949.68,61.64,200.9,5.49,12.3,3968.45,92.55,190.8,863.02,385.44,37.33,296.53,868.0,36.58,724.76,161.82
2011-01-20,1121.0,1507.3,1364.08,170.21,1789.12,1125.05,1175.67,144.05,168.8,1115.17,305.25,2973.55,62.17,202.29,5.53,12.39,3998.29,92.87,191.93,856.67,388.21,37.54,298.89,870.68,36.8,720.48,160.81
2011-01-21,1122.0,1520.42,1355.4,170.44,1787.12,1125.83,1165.71,144.11,169.2,1109.1,305.52,2976.21,62.53,203.96,5.52,12.38,3999.0,93.13,192.06,848.91,390.06,37.45,299.14,873.63,36.69,709.23,158.89
2011-01-24,1122.0,1523.12,1353.76,170.49,1789.93,1128.21,1166.81,143.92,169.84,1110.56,305.49,2976.05,62.71,204.5,5.56,12.4,4008.57,93.16,192.51,851.49,393.51,37.53,299.19,874.24,36.57,712.38,158.8
2011-01-25,1118.0,1525.18,1355.48,169.85,1780.19,1125.77,1176.22,143.5,170.67,1113.64,304.4,2965.44,63.05,204.58,5.56,12.35,4002.86,92.93,193.55,855.83,394.12,37.46,298.1,873.16,36.17,716.76,159.82
2011-01-26,1117.0,1530.96,1359.05,169.72,1769.55,1122.95,1182.26,143.42,172.14,1114.99,304.09,2962.94,63.18,205.38,5.57,12.37,3996.57,92.59,194.4,858.3,393.79,37.6,297.88,873.48,36.32,711.96,158.45
2011-01-27,1115.5,1525.67,1345.92,169.49,1775.54,1119.98,1181.67,143.17,172.44,1106.24,303.7,2958.96,62.92,204.62,5.55,12.36,3989.06,92.93,193.24,860.05,392.19,37.54,297.45,871.96,36.24,706.59,157.41
2011-01-28,1114.0,1526.96,1347.53,169.2,1768.36,1119.04,1177.84,143.0,172.16,1104.87,303.3,2954.52,62.87,204.81,5.61,12.36,3983.84,92.63,192.27,861.68,390.19,37.63,297.06,870.18,35.96,701.73,157.98
2011-01-31,1122.0,1528.05,1366.29,169.88,1777.92,1120.77,1191.46,143.91,171.81,1114.03,305.48,2976.13,62.83,204.96,5.56,12.39,4002.14,92.16,192.3,867.31,386.72,37.64,299.17,874.72,36.2,695.72,156.69
2011-02-01,1117.0,1536.99,1364.19,169.44,1794.68,1121.26,1190.45,143.36,174.77,1122.59,304.1,2962.79,63.39,206.15,5.64,12.38,3992.57,92.5,194.72,868.02,391.38,37.7,297.82,875.46,36.26,701.68,156.19
2011-02-07,1107.0,1507.18,1344.75,168.76,1789.24,1121.47,1156.38,142.23,170.97,1122.94,301.41,2936.34,62.73,202.08,5.62,12.33,3952.72,92.5,191.68,852.61,389.92,37.67,295.17,868.58,36.06,702.18,152.99
2011-02-08,1103.0,1505.04,1342.83,168.33,1782.78,1117.08,1157.64,141.74,171.4,1123.85,300.32,2925.73,62.46,201.87,5.61,12.38,3938.86,92.34,191.88,858.13,388.08,37.73,294.11,867.27,36.03,701.91,152.98
2011-02-09,1109.0,1512.68,1342.62,168.23,1784.16,1115.69,1149.34,142.43,172.55,1121.31,301.96,2941.64,62.67,203.16,5.6,12.45,3960.57,92.25,192.59,855.26,387.83,37.92,295.69,870.21,36.23,700.57,154.33
2011-02-10,1120.0,1531.82,1354.13,170.04,1800.74,1125.97,1166.3,143.81,173.64,1127.17,304.96,2970.82,63.1,205.59,5.6,12.56,4001.57,92.87,193.95,860.05,389.96,38.25,298.63,877.68,36.57,701.19,155.14
2011-02-11,1127.0,1527.99,1349.22,170.98,1811.09,1132.32,1161.86,144.62,173.78,1125.42,306.85,2989.39,63.01,204.87,5.6,12.62,4023.56,93.41,192.65,854.6,387.84,38.38,300.49,879.44,36.67,705.74,155.16
2011-02-14,1124.0,1514.81,1349.66,170.4,1801.1,1137.88,1156.26,144.23,172.45,1128.61,306.03,2981.43,62.65,203.62,5.6,12.63,4009.56,93.68,191.24,851.65,386.69,38.35,299.7,877.71,36.66,709.37,155.4
2011-02-15,1122.0,1514.7,1343.39,170.27,1801.82,1137.35,1155.15,143.95,172.65,1124.92,305.47,2975.97,62.31,202.76,5.58,12.6,4000.71,93.33,192.23,848.79,384.83,38.31,299.18,875.74,36.64,701.85,153.67
2011-02-16,1119.0,1517.92,1338.04,169.82,1809.31,1133.97,1163.32,143.59,173.16,1119.0,304.66,2968.17,62.2,203.01,5.6,12.6,3995.43,92.43,192.81,843.5,386.15,38.23,298.37,875.04,36.59,701.76,152.99
2011-02-17,1118.0,1514.89,1338.44,169.75,1798.64,1136.53,1167.75,143.55,174.15,1122.81,304.4,2965.52,62.23,203.28,5.61,12.61,3990.72,92.79,194.87,844.87,387.63,38.28,298.1,874.73,36.62,706.51,154.61
2011-02-18,1113.0,1513.01,1336.46,169.3,1802.95,1132.25,1171.33,142.93,174.0,1127.47,303.02,2951.63,62.11,203.41,5.6,12.56,3969.75,92.83,195.36,849.78,387.01,38.07,296.79,874.66,36.48,704.07,155.25
2011-02-21,1118.0,1531.77,1344.23,170.25,1815.3,1136.29,1181.69,143.6,174.92,1133.2,304.42,2965.36,62.49,205.41,5.65,12.65,4000.86,93.08,197.18,855.94,389.69,38.38,298.09,877.83,36.72,708.26,156.92
2011-02-22,1129.0,1532.05,1360.4,171.59,1823.0,1145.84,1195.85,144.91,173.68,1130.13,307.4,2994.69,62.44,205.44,5.62,12.73,4035.46,93.4,197.01,845.06,386.06,38.58,301.04,881.27,36.96,704.74,157.34
2011-02-23,1123.5,1542.45,1359.02,170.76,1823.1,1139.22,1200.45,144.2,175.49,1129.01,305.83,2979.95,62.87,206.86,5.66,12.7,4018.82,92.81,199.35,841.84,389.16,38.43,299.59,880.48,36.82,705.85,157.72
2011-02-24,1133.0,1559.57,1382.38,172.23,1832.97,1151.19,1223.01,145.34,177.04,1137.87,308.49,3004.91,63.46,209.17,5.67,12.79,4061.66,93.0,201.6,845.78,390.84,38.89,302.05,885.92,37.07,704.09,159.18
